7B1B8E6E	Jonathan J Cadiz
7D8E89CA	Chao Gui
7B42E456	Ellen M Voorhees
7501FD99	P D Webster
7EB85BB4	M Hsu
7FCC4071	Phillip B Gibbons
7B521CE6	Patricia Smith Churchland
766ABF75	Valter Crescenzi
77575A32	Jianbo Shi
76C3A28B	Ludmila Cherkasova
810F2B1A	Vincent Ng
51115DE8	W A Ijsselsteijn
86262E00	Honggang Zhang
852D21E4	Seongbeom Kim
7ED1EB01	Xu Ling
101DD73E	Douglas M Blough
7D77A06B	Prabal Dutta
82DBCE2C	Sudarshan S Chawathe
7DAFC5AB	Manuela M Veloso
7EC946AD	Clifford Nass
7DD8A024	Jay Chen
764867A8	Spiros Papadimitriou
8319B0B8	Martin Abadi
77F4718C	Scott Gaffney
7B45B69B	Jeanclaude Laprie
816AC40C	Liangzhao Zeng
7514CDBC	Sean Rhea
10607323	Frank Olken
772649C6	Brucek Khailany
80D4839A	Elena Gabriela Barrantes
752A2F0E	John Hennessy
138C186B	Philip K Mckinley
74678206	Arash Baratloo
816D6563	Andrew M Ladd
7E537CF5	J G Jim Dai
7EAC66AE	Brooke Cowan
7EE58D74	Jianping Pan
7E890AA6	Scott Danforth
75F7383E	Alexander Rasin
7ADEABE8	Gary Shao
29AB15D5	Richard T Snodgrass
84BDA9D8	Hu Yihchun
2C5D9BA2	Vapnik
76240ABC	Costa Touma
7D77D7F3	John Darlington
75A0A19D	Lydia E Kavraki
7F456B84	Wee Sun Lee
0310238C	Tom Bylander
0CCE4146	Greg Hamerly
84B507A2	F Kenneth Zadeck
7CE25E01	Charles Gruenwald
7F7B2049	Tal Malkin
76B2F65F	Richard O Lamaire
791F1D6D	Melda Yuksel
8420B5C3	Jake M Hofman
847BCAE0	Monnet
7DAED7ED	Hana Shepherd
7E80B9BB	Mingsyan Chen
77F12283	Donald Kossmann
7E8BDB35	Yingshu Li
117C9112	Alexander Hinneburg
141CCE86	Ludo M G M Tolhuizen
048B3EC4	Andrius Aucinas
7F0A0410	Colleen Shannon
77482B54	Steven R Kleiman
7618596B	Sherri G Menees
862685C6	Erik K Paulson
7F7B33F1	Yuzhong Lai
7B21D001	Randeep Bhatia
76A3051A	Tamer Elbatt
7F0E5C50	Matthew Richardson
79081801	Thrasyvoulos Spyropoulos
80795691	Enrique V Carrera
7D435D86	John C Lin
7DA2223E	Evren Sirin
07974624	Patrick L Combettes
825B8206	Mehran Sahami
7D9103B4	Brian Meyers
808AA11C	Jennifer M Anderson
76F98D25	S E Avons
863D2063	Dong Li
77783616	Daniel Gildea
85EEE961	Bin Zhou
7F981600	Y Thomas Hou
7D951A00	Kenneth M Wilson
7B4BFD0F	Donald J Berndt
813B282B	Matthew I Frank
8080D0EB	Jignesh M Patel
856EC852	Shai Bendavid
7997DF6E	Shyamnath Gollakota
8502E1DB	Xingang Guo
79125367	Allen Miu
842AD043	Robert English
7CCB4775	Larry Stockmeyer
7E56E13A	Patrick Eaton
75D5D7D5	Ravishankar Subramanya
7FA62EDC	Matthew R Richardson
811BD751	Sameet Agarwal
7C6BD9A9	Larry A Rendell
7F327A66	Zhuowen Tu
765F6503	Arnaud Doucet
8393AA10	Alan S Perelson
7A743C36	Luca Benini
121936CE	Burt Masnick
807EB2AB	Abbas El Gamal
127895B3	Frank Dallaert
782618CB	Keinosuke Fukunaga
76851904	Evgeniy Gabrilovich
81301C88	Qi Zhang
135AB1BE	Denis Oddoux
7D1BF6D7	David A Patterson
0180DBC7	Andreas Haeberlen
7CF2474C	Paul Gauthier
7E8F0A8E	Robin Milner
7F688045	Reid Andersen
8291A937	Mic Bowman
849CCEA6	Keiji Yamada
80BD24C9	V Krishnaprasad
7ECB6B4A	Luo Si
7F5379E1	Victor Lesser
2ACDEC28	Nael B Abughazaleh
7E3D6A15	Honglak Lee
8509EAB7	Tim Sturge
7F6462AD	Charles B Morrey
19E8A2EB	J D Tygar
84514E41	Ali Dasdan
797FB74C	Udo Wachsmann
7AABB420	Bixio Rimoldi
7D560CF4	Andrew Yu
7D2A9DCF	Matthew J Rutherford
76D26B17	Holly Dail
7DF00CE9	Dahming Chiu
83F80B10	Armando Fox
8072F699	Ram Ramanathan
11F47AB1	Stefano Lonardi
81677B42	Henry Kautz
7D93757E	Andrew Blake
7D2D1B87	Virgilio Almeida
751D482A	David Bindel
32FE9E14	Srinivas Devadas
85064DAF	Dieter Fox
822FC453	Jin Li
7C68CFF0	James Gips
7B504DCB	Ellen Zegura
7C1AF876	Herman Schmit
8037FD3F	Adam Meyerson
7CFCA985	Alec Woo
7E118173	Francoise Berthier
7BB0C902	Vijay Raghunathan
2806B3AA	Jennifer Widom
7E2EB7EE	Betty H C Cheng
78D8EB40	Norman Hutchinson
5D39416E	Ben Taskar
779B6C78	Risi Kondor
131B713C	Brian T Bartell
7EA28820	David J Israel
7A71BEA2	David Simplot
77D8BC88	Ondrej Chum
7F237DD1	Yisong Yue
7C7D1631	W W Bledsoe
7CC04A7D	Alexander Yates
09DB7BF4	Jean Christophe Madre
0F1C36EE	Arvind
05495F2B	David Lorge Parnas
7A0E391C	Vitor R Carvalho
46510B72	Hartmut Liefke
80EC448E	Larry Davis
7ED99EA1	Yue Cao
8127CA33	Ton Weijters
81F29731	Michael L Honig
810B5C15	William C Hill
7D183AAA	David A Edwards
7E77CE85	Biao Chen
772D1ED3	Krishna Bharat
1429DA9D	Pierre Vandergheynst
7DD1B583	Siddharth Patwardhan
84FC9B88	Darryl Veitch
76616388	Feng Tao
06BB3AB6	Mehran Sahami
7652CFDC	Shangtse Chuang
75FEEBDA	Jorma Rissanen
7FEA4B7C	Long Jiang
80895316	Robert Harper
7D438F5E	Eunice E Santos
84C432D1	Graf
7E1CC700	Erik Riedel
7BDD31AF	J J Garcialunaaceves
7F5D9A8D	Lingxiao Jiang
7D0EA269	Richard Kirkby
7EAB2C78	Usman Latif
811626C0	D V S X De Silva
7CF8E526	Alessandro Armando
764E2398	Martin Zinkevich
28A05731	Alberto Sangiovannivincentelli
82CA1D57	Tevfik Bultan
7FA8E995	Pablo Rodriguez
7DFE3FB6	John Mcdermott
7CE65CB3	James Eric Tilton
0EB0B850	Joseph Polastre
7F375965	Hiromichi Aoki
7FB21E6D	Charles L Forgy
8086C672	Li Yin
7DD9DD48	Blai Bonet
83E1272D	J C Belflore
166089D1	Steven M Beitzel
8625EED2	Canturk Isci
7686F4FC	Carlos Guestrin
814BF5F0	Thorsten Von Eicken
7D3D5B50	James H Morris
84B8F5B1	Yann Le Cun
80302E6C	E Garcia
8624485B	Jesper Vedelsby
7DE05EC6	Gam D Nguyen
7CD85B97	Eija Kaasinen
29BBD9FB	Francoise Fabret
7F5E2BC6	Lawrence G Roberts
7F739B22	Jan C Van Gemert
779B164A	Sharon Oviatt
7B591889	H H Nagel
7E7B4477	Dan Roth
4BBD786C	Frank Dabek
7DDC38EB	Dan Corlett
7E56C8FC	Chris Ding
85FF7CAD	Benny Chor
7D148A36	Hansarno Jacobsen
7EBFE88D	Juan Liu
80317135	Mark Harman
7F248D7B	Dongyan Xu
7FDF79F9	Richard J La
8091B19C	Nicholas Weaver
862263BC	Matthias Baldauf
828CB9CB	S K Sen
8076486C	Zijian Zheng
80197C8B	Christopher D Manning
80F7AFD3	Dawson R Engler
76ED094A	Benny Chor
000E5E16	Ramasamy Uthurusamy
7A0C9360	Michael D Breitenstein
7F46EEDE	Wayne E Stark
84780B00	Sandeep Phadke
7F5267DC	James E Hicks
7578AF67	Suleyman Sair
18FEF649	John Bicket
75423797	Joachim Bayer
81589516	Yihong Gong
2978E5F9	John Kubiatowicz
7CB063AC	Chotirat Ann Ratanamahatana
7BB24C59	Li Feifei
6209B436	John Detreville
0A0E95BA	Thomas D Latoza
7EEC6876	Reinhard Rapp
7E877CE1	Richard Fikes
7FF03FC9	Marc Tremblay
099CC839	Yoshua Bengio
7D75E422	Shimon Ullman
83E2390A	Tim Oates
83B80640	J Widmer
81475CF4	David A Nichols
790A5AB6	David Blaauw
80B96458	Jeffrey A Barnett
8503A2C3	Darrell
78CAC8A5	Avinash Sridharan
81758A74	Giuseppe Desoli
7F24B74E	Jian Ma
536624DD	Mauro Pezze
7410C5DC	Shaz Qadeer
7BEB83FB	Kurt Konolige
7EC3A4A3	Kevin J Lang
80985185	Feiyue Wang
7684F547	Brian N Bershad
8284101C	Neal Cardwell
7FCE529C	Yuching Hsu
137ECA85	Shimshoni
7F7C365E	Syed A Rizvi
43554DF6	Jayant R Kalagnanam
7FE6D109	Richard Dearden
7D31ADFE	Hongkun Zhao
757DBDE0	Kenneth C Chou
7EADAD34	Mark Johnson
7F0D0FEE	Guyeon Wei
7B39ADB8	R Jauhari
7F8223E4	Henrique Andrade
08284DBE	Witold Pedrycz
7C7D1461	David Montana
7EF098C4	Daniel Hennig
7D5459D0	Lakshminarayanan Subramanian
7A2AB997	Marek Rusinkiewicz
8028032B	John D Owens
79C72F03	Steven Mccanne
7F624C4C	Rakesh Agrawal
0E6240D6	Rafal Kolanski
855815E4	Milind Tambe
7CF9D5BE	Renata Teixeira
74D89F62	Sebastian Mika
21FD51F0	Gene Itkis
80FB9820	Robert Deline
85BA7EE1	Shaul Markovitch
7BF9F2C6	Nir Friedman
13D4EB4E	Jeffrey E Wieselthier
7E354C9F	Pascal Vincent
7D8944D7	Klausrobert Muller
7DEF2562	Nando De Freitas
7D24D33F	Guohan Lu
8571FC86	Hanshellmut Nagel
8098E2A6	Xiaofei He
025E96E3	Tony Ballardie
7675866F	Claudette Cayrol
7F6F815C	James Robertson
7DDD44D3	Le Xie
0F3FF4C1	Jonathan Graehl
8190F448	Marcel Schoppers
84741D7F	Sarah Farrant
7A9D8CBB	Ketan Mulmuley
28FD60F8	Steven M Bellovin
7A7D695A	Huy T Vo
79B73115	Olivier Bousquet
7D7CF26F	Pekka Abrahamsson
8155566F	Ramine Nikoukhah
113D0842	Bhaskara Marthi
7C96F8B8	Matthew A Watkins
80BB6E44	Nga Tran
7D69792A	Jianwen Su
7F678FBA	Marc K Smith
0A8BE104	Elizabeth M Belding
848DBED0	Georgescu
7F0BBFE0	Roger Grosse
80E447F3	Timothy Tsai
7765E2CF	Moses Charikar
7D5EB7EC	Richard Schwartz
7C1CB342	Mark Smotherman
80E95D68	Michel Simard
13C45022	Pavel Avgustinov
08874E52	Eiko Yoneki
07ADAFEF	Robert Harle
8009498B	John S Taylor
86335472	Lillian Lee
7EBBE493	Zhenqiang Ye
84D302A7	F Zadok
7A4DBFDD	Pramod K Varshney
7E0901CF	Wei Dai
080F4449	John R Douceur
7CF5180E	Donna Harman
830A73D9	Stefano Basagni
809F4DB4	Dieter Fox
3136F01E	Josef Sivic
7F1DB547	Reid G Smith
02E34D1D	Peter J Angeline
7EFD969E	Jasmine Novak
7AC5C38E	Sridhar Rajagopalan
7E0B4790	Yihkuen Tsay
7D247650	Xilin Chen
810E290F	Qixiang Mei
7D34D9DC	John R Allen
7CF80834	Nenad Jovanovic
7BB447E4	H G Barrow
800CAB7A	Thomas D C Little
120BED67	Gregg R Yost
10E6632C	Ted Kaehler
77C8D02F	Scott Iekeljohnson
8106436F	Meichun Hsu
779A496C	Robert M Haralick
7D3D042E	Jianxin Wu
813D0A4D	Insup Lee
755F71EA	Stuart Staniford
84FCF635	S De Capitani Vimercati
81388FC0	Deborah Estrin
78964DFA	Lalit R Bahl
7FABCD4B	Kate Larson
11325A17	Jack Dongarra
7EABCECD	P R Kumar
7EA7F72B	Lin Tan
79F222F2	Klaus Obermayer
7D59B23C	H Sebastian Seung
768B52BD	Luzi Anderegg
7DA3833A	L Van Gool
85A8D5D5	Dan Suciu
80AD7187	Kevin Jarrett
850D42AF	Shamim Naqvi
863DFBB2	H V Jagadish
811D54DD	Yanbin Grace Liu
7E58ACBA	Wanghong Yuan
79BB05DA	Chris Schmandt
78A6783D	Hector Geffner
78D343B2	Jeanchrysostome Bolot
7CE880DC	Kunlung Wu
80BA55A9	R C De Vrijer
0CA53403	Maya Yajnik
134E56C9	Bernd Fritzke
807203B0	Iain Anderson
7FD78B7F	Alexandru Nicolau
81D3EB9F	Xin Liu
7DC04245	J Stark
7F13CD3A	Anthony Yezzi
14BCDC74	Praveen Yalagandula
7D498D6C	John Moody
808ADBC8	Matthew B Dwyer
C547BD5A	Hong Ren
6494C0D7	Christian Convey
81533F50	Anhai Doan
77721120	Tom Wexler
489042C6	Hongsuda Tangmunarunkit
769E87A5	Brian Towles
7B9172E1	Aart J C Bik
09F0BA79	Michalis Faloutsos
7FC3C5F7	Robert G Gallager
80183D6C	Michael Stanley
7D6DD77A	Edward A Lee
863420CE	Brian Curless
4ADA5FA5	Yinghuey Fua
7FCDF857	Dayne Freitag
7D862018	C R Rao
7F95B2ED	Matthew S Levine
7D6C6D64	Fabio C S Da Silva
79B3233C	Dexter Kozen
14EED946	Eric P Xing
071C31EA	Alexandros Labrinidis
5851D2BB	Premkumar Devanbu
805D363A	Thorsten Holz
8066C40B	Nicky Kern
80E7D240	Jeffrey Dean
2BD4F026	Kevin Elphinstone
8025BC8B	V P Sinha
7EE1FB1B	Hang Li
7F4DD54F	Seyong Lee
7FFC4DA0	Jeffrey S Chase
7EA8BD72	Wilf G Russell
80ACE1A7	Larry Stockmeyer
7E9D6B78	Chifu Huang
77AF1022	Mark Goadrich
21BCA87C	Auke Jan Ijspeert
7F76FA0E	David W Murray
71F5660B	Ben Kao
0F7D0DA0	Rajeev Balasubramonian
7DAD7D10	Rosario Gennaro
7E5AC227	Ian Dickinson
74E8975E	Dumitru Erhan
76333024	Alex Fabrikant
7965E1BE	Christian Kastner
7FD13C6F	Daniel Barbara
861F0BD9	Jeanjacques Quisquater
823FC04F	David I August
8132BEBA	Adam Smith
0466C0EF	Gerhard Brewka
7A2467E8	Ioannis Konstas
7F74E235	Peyman Oreizy
7F2E2425	Dieter Fox
798F64BB	Rajeev Ranjan
11DDE1C4	Leslie Pack Kaelbling
80BC5B75	M S Ryoo
7EA8FCC4	Kunal Talwar
829219F3	Maruti Gupta
7D739292	Jack K Wolf
7B74F52D	Nicole B Ellison
77C325D9	Eva Tardos
862E7437	Victor Shoup
7B48792A	Matthew Berland
7B1A5BE4	Shamkant B Navathe
782D9724	Christoph L Schuba
7F846154	Jiye Liang
77E882F7	Ian A Buck
7D41B29E	M O Dunham
7FC33872	Daniel M Lewin
417D39CF	Mihael Ankerst
81265499	Jay Ponte
8095129C	John B Carter
7ADD9692	Kimberly Keeton
862B2FE1	J Bennett
7F200BA9	Seth J White
7B5204A5	Saurabh Ganeriwal
7E5424A3	Patrick Sole
7676D4CD	Luis Ceze
7DD06051	S Seshadri
862C16D5	Allen Gersho
7CF0644A	Urs Holzle
440D73E0	Marc Alexa
7A721372	Malgorzata Steinder
236FA12F	Mihai Budiu
8602128B	Brian G Schunck
202974BD	Hillol Kargupta
810092AE	Guozhu Dong
8227CB23	Nicolas D Georganas
7C9489D3	Suresh Venkatasubramanian
140F2055	Shubha Kadambe
0F9FE6A8	Eric Schnarr
0229AF1E	Todd K Leen
8138E6BB	Yao Wang
814D9EE2	Brandon Heller
7E908204	Steven J Murdoch
7F746A0B	Yu Kou
7D8EBBBB	Ze Deng
7DED7D82	William T Freeman
7E90E3CB	John M Cioffi
47DA7D39	David Luebke
8035B0BA	John Stephen Walther
80488027	Gitae Kim
84CE7E72	Joel Freidmann
7F8081B3	Pedro Quelhas
74DA4751	Alfred Inselberg
14E3CF05	Paul Smolensky
81389365	Qing Zhao
17593854	Umesh Vazirani
6CB69485	D C Youla
7B99887C	Eric M Rains
7F469DFD	Yuhua Qian
29E1ABD3	Audris Mockus
059216FE	Ramesh Nallapati
26CD4D9C	Alexei Ashikhmin
140C5B08	Nikos C Kyrpides
7D9C7963	Alina Oprea
754BE3F1	Frank Mcsherry
7E4A080E	Hidekazu Oki
4912194C	Norman M Delisle
2FD4A371	Ben Krose
7EFE7F8C	Andrew Blake
8495D5CB	Ramesh Govindan
805E92F5	Andrew P Black
84D3BF0D	Yihong Zhao
8431B2B1	Li Cong
76ED69F1	Ronnie I Chaiken
09D4D5BE	Fausto Giunchiglia
802AD5D2	Gilbert G Walter
7F072818	Marco Cova
5ABE8814	Herve Debar
84D59E0E	M Renieres
7EAA8442	Philip S Yu
7D441A9B	Mokhtar Kandil
2A0EA80E	David J Kuck
86399DCA	Larry J Stockmeyer
80238362	Javier Esparza
800099D9	Thomas Pinckney
8153D1FF	Animesh Nandi
816FC463	Ronald Parr
84EA0490	Gernot Heiser
8475FD57	Kevin Knight
7FEE671D	Kai Chen
008C3772	Lubor Ladicky
12B12909	Zografoula Vagena
7D5942C1	Yang Qu
8317767F	Anirvan Mayukh Sengupta
49BB0869	Eric Foxlin
1D1D96CC	Johan De Kleer
8189C2EC	John E Shore
7D481938	Philip A Bernstein
7F46C833	Nawaaz Ahmed
4B599EA8	Andrew A Chien
7F313865	Robin Garner
8090E687	David T Lawrence
1C36922A	Philip F Mclauchlan
131ACF1A	Oliver Westmancott
7B4DA5C9	Barry Boehm
80824401	Nathan Beckmann
0F813F0C	Sanjit A Seshia
800E5FE1	Carl Edward Rasmussen
7E8E5EF8	Di Tian
7E2206DD	Youngme Moon
862BBCEC	Robert E Schapire
7E01A7CD	Bing Pan
14FF10D3	Joachim Hagenauer
7E4A80E2	Xiangping Qin
8122FDC2	Daniel Glasner
7D8AE571	Cameron Marlow
7F0BEFE9	Eran London
5EC34BBD	Brahim Medjahed
7E14CD51	Ashutosh Sabharwal
7830534A	Jitendra Padhye
0F67D61D	Dani Lischinski
7E5D095D	Steven Bird
81A419ED	Xiaolei Li
7E7F44A9	Meredith M Skeels
1005EC75	Davis
014F4E91	Bernard D Adelstein
8151C5A9	Yiwen Yin
222D5922	David P Dobkin
83E39348	Richard Zens
416E140F	Trond Grenager
7D0EF327	Alice Wang
7F3B1A1F	A L Bondarenko
8538CDE3	Bala Iyer
7ABD4721	Torvald Riegel
7C718FDF	Robin Milner
7D21F7B4	Cary Gunn
79A116FC	Srihari Cadambi
85D01918	Rakesh Agarwal
836637C7	Freund
17A8A213	Richard B Scherl
123330D7	Florin Baboescu
82D4D34D	Herbert Gish
134D0DA0	Rafik Taouil
8179C348	Kenji Tateishi
7F7625C9	Jason Yeong Zien
7D154099	Shianhua Lin
7E6B4B5A	Fred Homewood
7DAF0BB3	Sheng Li
781AB30C	Aniket Kittur
809CAD7D	Kevin S Knight
0998AF0D	Constantine P Sapuntzakis
7EFEEACE	Catalina Fan
847C9B35	James B D Joshi
7FF0CE86	Matthew Schultz
7FDA8138	F R K Chung
83763B81	S Lennart Johnsson
67C57DD1	Quan Z Sheng
80D9C50D	R E Howard
7FB5B24B	Nicholas Miyake
2A5670CB	Edward Rosten
11DE36AF	Angelos D Keromytis
7E597531	Piyush Gupta
8081912C	Benjamin Zhu
80D3289A	Paul M Dantzig
8353FAC9	James Shaw
7DC1FEAB	Doron Tal
814598F7	Xiaotie Deng
84DA610A	P Weaner
813D027D	Siddhesh Bhobe
7DD0D8C0	Jeremy Sussman
76C1CAE4	Thomas A Longstaff
81A7EE16	Kulis B Sra S
7D82F722	R T Cox
7915F15B	Craig Labovitz
7ECA0892	Xiaoyun Wang
7F2D1680	Andrew Whitaker
80B66506	Ben Lynn
84A7F2D4	Benjamin Lee
760137D5	David J Dewitt
7ABE470D	Antti Takaluoma
7F8EA5E4	Carver A Mead
00332E8F	Alper Buyuktosunoglu
7CEAB3B4	Dener Carlos Reis
80386617	Etienne M Gagnon
7EFB069D	Jonathan S Turner
7DC9EEBE	Jimeng Sun
76CBD5AC	Swaminathan Sivasubramanian
7843D3F8	Enes Pasalic
8573CE8E	Bruce D Fritchman
7D622641	Xin Li
7A77F856	Dorin Comaniciu
7C5D1896	Taeho Jo
7E9F2758	Kunal Verma
76678FF2	Daniel A Spielman
84AFB36B	Jm Merolla
7FE12777	Philip R Cohen
32C6B14C	Laurent Bernaille
7F03AA4A	Ian Simon
8000C61B	Abhinandan Das
8045B6EA	Elaine Shi
7E5AF903	Turgay Korkmaz
79D52A33	Steven D Gribble
7FD58F30	Peter Walley
126F65C0	Xavier Rival
8143D47A	H Stone
81712583	Joachim Hammer
0A96CDC1	Osman Abul
7D52AFAF	Satinder Singh
815EF5E9	Jerome Lang
8450D443	Colin Potts
7F1A0C28	Paul H Siegel
809F9CBA	Chuan Xiao
78BE0082	Beth Brownholtz
7D28DB7B	Scott A Brandt
2F62C24C	Ramesh R Sarukkai
75857F07	Szymon Chachulski
7F16A43C	Jorge Cuellar
2753B490	Vincent J Della Pietra
85ADBA17	Chu Min Li
7ABD2CD1	Max Chickering
7E7E22B3	Soraya B Rana
85837CC8	Li Xu
7FAD020E	Vikram Srinivasan
099E8C1B	Marcio Faerman
84FCC328	Alistair Veitch
8134CC7B	Sanjay Agrawal
77383B96	Patrick Mitran
829367FF	David Molnar
0E2D197C	Todd M Rafacz
05D1FBF8	Paulius Micikevicius
04251D2A	Nathan S Netanyahu
7DCB7076	Doug A Bowman
0912F502	Joachim Parrow
777C0EF2	Todd Sproull
1203A432	Jacob Burbea
7E85FA63	John Chapin
7E4CA846	Yanghua Chu
786CB639	D Pantuso
7768332C	Kurt Keutzer
81C144CF	Bernhard Steffen
7D4820AC	Ellen C Henry
80C7E7AD	Erin Bradner
811A8487	Nishkam Ravi
82A3A68D	Victor Shoup
28CB6C0D	Shlomi Dolev
7DCF4DB5	Jorg Widmer
85889F60	Xuedong Chen
843C4571	Alexander Kogan
7DFE1110	Giuseppe De Giacomo
7CFAF525	Patrik Simons
7C7EE0D1	Arvind Krishnamurthy
805AD7A1	Arnab K Basu
7874527D	Greg Semeraro
7BBE922B	Bernard Chazelle
85338A64	Xuebin Liang
80E4E3E9	Lixin Gao
80DA3D8E	R W Johnson
7D7331AF	Xiaopeng Xiong
286D3620	Ernest Teniente
7F7E8101	Zongwei Zhou
8318F0E3	Dimitris Papadias
80B6CD46	Gordon P Hughes
6CE2FCD8	D Sivakumar
82F64DED	James Wyllie
80B06F45	Edward A Fox
7F00C490	Michael Hicks
7A00B079	A F De Lespinasse
7CFD53D0	Andrea J Goldsmith
85AA1560	Edward Omiecinski
78807E42	Yoav Freund
7E5E019A	Linyuan Lu
805FBAEC	Edward J Coyle
7D895E26	James A Davis
80CC43A3	Vijay Kumar
858B8E00	Vincent Ng
8066FB53	Wensheng Wu
17EA61B4	Guy M Lohman
7CDDE7E6	Yvo Desmedt
14DF49B0	Sofya Raskhodnikova
7D72A54A	Vivek S Pai
8149BB0E	Itay Meiri
7D1F1531	Rohini K Srihari
7CF754AE	Ryen W White
7E8A5E28	Qing Wu
7D85F4E7	Alfred Z Spector
7D14ABA8	Jonathan Goldstein
7C4BE560	Florian W Beil
7D165EB2	Charles L A Clarke
7A34AAB1	David Poole
82957D87	Girish Ganesan
84F2E211	Michael De Rosa
7F914E4A	A El Gamal
824C68C3	Salil Prabhakar
7F6444BA	Dror G Feitelson
7AB71BF2	Gavin Bierman
7FEECD6E	Jonathan H Connell
01054A39	Antti Valmari
805F4D6E	Zhibiao Wu
7E144623	Balaji Prabhakar
7BE2AA8C	David A Nichols
8633A5DB	Witold Litwin
5DF29495	Vicente J Iragui
4E81773D	Frans Kaashoek
753C461E	Zachary N J Peterson
7F869C20	Jinxi Xu
7C09FE2E	Alexander Zelikovsky
80422A5D	Bimal Viswanath
7E4A9B5D	Murali Sundar
7935AD58	Brian Falkenhainer
7E163C54	Roy T Fielding
80000FAB	Daishi Harada
7E9C3C45	Shuaiwen Song
7B96E4C2	Houtan Aghili
8494D23D	Giancarlo Succi
8289CEC8	C H Radewan
77C0F162	Paul Barham
3CFF40C8	Moni Naor
8639FBEC	Solomon Eyal Shimony
7F716763	Kaku Takeuchi
8111DA1E	Sunghyun Choi
75204CAD	G J Lipovski
861FBF40	Barnardo A Huberman
11BA75DA	Bernhard Scholkopf
763941EB	Tova Milo
670AC5E0	Shafi Goldwasser
2A123C63	Tod S Levitt
7F3141F8	Fan Ye
7FD53537	Gurashish Brar
857F5F12	Shmuel Safra
79CD8771	Terry Winograd
84A25D33	Patrick Thiran
0BD97CAC	Christos Efstratiou
77D87750	Krzysztof J Cios
499D5D3E	Leon Poutievski
8478ABCA	Max H M Costa
84B141D4	Nicole Hamilton
80EF24D5	Rajeev Rastogi
813C1B98	Alex Butler
80E257FF	Honghui Lu
612E12D0	Yoram Singer
82B03882	Sheldon J Finkelstein
7F66E8D9	Cormac Flanagan
7CE4F8EE	Luiz Andre Barroso
7A28E288	Olivier Chapelle
769FC5D3	Ion Muslea
7F636819	David Kempe
003A4770	Andreas Pamboris
6DBC0665	Laurent Vigneron
04677524	Farzin Maghoul
8536479A	Nicolas D Georganas
82E6C3B9	James Allan
7EB76E56	Haniph A Latchman
0D4A5445	Stephane Glondu
85297F17	Gerard Basler
79379685	Naoki Suehiro
7543309C	Frank Moosmann
07FF061A	Yiannakis Sazeides
79947458	Yann Le Cun
26DC0E03	Scott A Vanstone
79DF8F39	Lea Kissner
80C6E6F1	P M Lewis
7EDECDA3	Rosie Jones
1035C64C	Venugopal V Veeravalli
5A319703	James L Massey
7FC77763	Wangchien Lee
82B65BC3	Dan Anderson
07615568	Varun Kacholia
814DEBF6	John Mclean
8485DF98	Amnon Lotem
7E8A2356	Farnam Jahanian
808C4E78	Robert Schrag
84DCD056	Arvind Arasu
01A98330	Rachid Deriche
01DD01F0	Yannis Theodoridis
7D63585D	Bhaskar D Rao
754AAE4B	Lorenzo Cavallaro
7CFC6E5D	Vassilios Stathopoulos
84DFABC0	Daniel R Simon
852F1B23	Gottfried Ungerboeck
7B8F162B	Hsiaowuen Hon
00201D34	Ben Wegbreit
7D0AD8C2	P J Wan
757E13D7	Roger Wattenhofer
7D3C305E	Walter Hill
821A2BEE	Chennee Chuah
056904C2	Eric Sven Ristad
7F5404A0	Jorg Schad
781293C5	Jeffrey H Kahn
772916E3	Francisco Curbera
86363E7F	Charles Reis
8552CE43	Saniir R Das
76482346	Kimberly C Claffy
7E6E1724	Feng Wu
7E10E61D	Cory D Kidd
828F24A5	V I Volkov
862DD247	Mark Lillibridge
7DE678A6	Lawrence G Votta
863C5716	Harold N Gabow
066193D2	Tanya Y Bergerwolf
7BAEF44E	Milena Mihail
7B64ED4D	Yezdi Lashkari
7D24233E	J S Zelenka
7655DBC4	Elizabeth M Beldingroyer
2C119735	Roy Want
7E150CC0	Vladimir Brik
86390BA5	Glenn Bruns
121D9FA8	Daniel Gyllstrom
85AE51BC	Gregory M Papadopoulos
828B2ECD	Milind Kulkarni
71A38754	Dedre Gentner
6EEB503B	Alptekin Kupcu
8528C468	Christer Carlsson
7FA18E2D	Robert C Moore
7E529F4C	Steve Whittaker
85C4EC3F	Leonid Libkin
7CE9051D	Pinkwang Eng
7D741639	Thomas Karagiannis
7D13C586	Shane S Clark
7E25FAAF	Kenneth A Ross
7EECD161	Barbara Y White
7C8EC07B	Hirofumi Katsuno
8051C2BC	Gruiacatalin Roman
07832DD4	Fabian Monrose
7E4B6300	Jason L Hill
7CE91ABE	James D Guyton
7CDA2A78	C G Plaxton
76DD69C0	Greg S Corrado
7D760E43	Michael W Mahoney
7AA7C506	Karthik Lakshminarayanan
8426E42F	Jeanfranccois Paiement
6E3B7294	Balaji Padmanabhan
80DC1388	V T Prabhakaran
7622116B	Nicholas F Maxemchuk
7A50B594	Philip Levis
6EAB02E9	James J Kistler
7DE49A52	Jerry Cheng
2B7E9412	Marc Langheinrich
7E753A22	Steven Weber
0F0A1D03	Kristofer S J Pister
7BDDD9DF	Marianne Winslett
7FB13388	Seongkwan Kim
81C1D2AF	R D Price
7FB97CC1	Jacob Eisenstein
756FE1AC	Johann Schumann
051AFD63	Olof Hagsand
79890282	Erin Renshaw
D77140E3	J H Kim
5F681E05	Bhaskar Krishnamachari
