75D11493	Gerard Verfaillie
7F618C13	Armando Fox
767FB405	Michael Mitzenmacher
774093B4	Milind M Buddhikot
774DEF0B	Miles Mcqueen
80BC5B75	M S Ryoo
861F1F61	Arvind Jain
10D7062A	Vassilis Prevelakis
7EF00373	Steven Lin
7E78861A	S Viswanathan
804C77F9	Gerhard Schuster
808592E2	Harpreet Singh Sawhney
8291F999	J E Ryan
27E0BDCB	William E Skaggs
760298AC	David Jea
7FE12777	Philip R Cohen
7C29D74F	J Ramanujam
29613629	Ralf Klinkenberg
75F06B12	Elena Baralis
7AA3AC07	Vinay Aggarwal
7FBD6B21	Nirwan Ansari
54C342C4	Deniz Karakoyunlu
7FD48418	Xiang Fu
7EFE9B50	Jeff Kramer
43077759	Ken Perlin
62F44805	Andrey Ermolinskiy
834CAE39	Vishal Misra
5ABC3308	Omar Benjelloun
7EF8298A	Joohyung Lee
8217BE2B	Robert Sedgewick
0C833833	Lena Mamykina
8480DD5F	John M Maloney
7EE5513B	Haiyong Xie
8041ED3F	Guangyu Sun
7D1295F9	Shuguang Cui
7E3E5852	Toshiyuki Tanaka
7DA35227	Jason Mchugh
81388FC0	Deborah Estrin
71DE9D05	Richard F Freund
7F6D6089	Xavier Carreras
8118CC1A	Richard W Weyhrauch
84F5D5E2	Efros
8048A160	Alexandr Andoni
81197C3C	Wagner Meira
7C216239	Robert Mullins
802BFBE6	Kevin Lai
82FFF889	Dimitrios Gunopulos
7F651489	James C Hayes
7F48878A	Prasad M Deshpande
7EDECDA3	Rosie Jones
73FDD870	Eugene Walach
7F5944CA	Jitendra Malik
82A6AE9E	Sunitha Sankar
7F1A652F	Jack L Lo
8113A23F	Jie Cheng
7554A5BA	Jaime Teevan
817CE6F1	Jordan Pollack
7FC1FA57	Ajit Singh
7ED7AE0D	Yuanfang Wang
81A3249F	I M Oliver
023549FA	Yarden Livnat
85103DFD	Laptev
793DFB78	Michael Sintek
7CEA8F0D	Rueisung Lin
80389A9E	Amit Shukla
7CF7895B	Sergio Yovine
759C8280	Mike Galles
763DF209	Kevin Crowston
7D43B3B7	Clay Shields
01253277	Sandhya Dwarkadas
78436CF0	David Garlan
02C273A4	Salem Benferhat
7C838041	Kristen Grauman
85C1DB37	Loren Schwiebert
822B7273	Sharad Agarwal
859BB925	Brian L Hughes
7F511B77	Deepali Bhardwaj
796495BF	Antony Rowstron
76F0ADE6	Ron Kikinis
7B727BD6	Haris Volos
772F6706	Roberto Grossi
8390255D	James R H Challenger
80F003F5	Bill Chiu
855AD811	Mark Pauly
7FA94F9E	June Chul Roh
7DEEEE63	Alexander G Gray
847E0C69	David K Gifford
7F3C7715	John Nagle
1129A9A3	Becker
855B2B8D	Suguru Arimoto
7620AC91	Sara A Solla
7DF7CF2B	Francesca Levi
7D9304CB	Paul Clements
7F179AA3	Robert Cohn
7F58671D	Richard Strong
81371ED1	Torsten Schaub
7870739C	Bruce Lindsay
7C2836DB	John Dzubera
7FD99396	Oriol Vinyals
13A4E9FF	Steve Easterbrook
82B593A5	Samuel Larsen
849247A3	Thomas Richardson
2B2E17F3	Alessandro Saffiotti
84880E82	Honggo Wijaya
860B82E7	Wei Zhang
80F1C487	Diane Tang
800CACA6	Michael B Jones
748ADE90	David Stoutamire
0A46A038	Serge Abiteboul
1296879F	Amir M Benamram
8179C348	Kenji Tateishi
0180DBC7	Andreas Haeberlen
7D75BEC9	Lei Jiang
07176EC6	Shmuel Safra
7AA24862	Vivek Narasayya
7ED349BE	Chunhung Cheng
7D12C778	Pete Wyckoff
7E14FC4B	Geming Chiu
7E7E22B3	Soraya B Rana
27A33837	Ted Kremenek
84C4AD9B	Dave Fuhry
78B9E789	John Rushby
0DC8C6AD	Michael Hirohama
7F6F6714	Danny Mcpherson
7EEABCEB	James C Corbett
47DA7D39	David Luebke
84E17BCB	I Browning
85484796	Ophir Frieder
809D4D82	S Benford
2958D38A	Robert L Nord
802E5173	Zhen Liao
76AE4304	Bernhard Pfahringer
061E6BE8	Michele Garetto
7BA73757	Michihiro Kuramochi
81640989	Wenjing Lou
751DF258	Al Borchers
5ACF704E	Chrysostomos Nicopoulos
7F886E7C	Barbara G Ryder
7E3B069D	Bala Iyer
8503E130	Ramanathan V Guha
753FCE70	Marco Pennacchiotti
779E6480	Wei Xu
7F83ED25	Susanne Graf
7EC00650	Anish Arora
813B282B	Matthew I Frank
7D64B604	Dan Rubenstein
7D2E7312	Katsumi Tanaka
7812762B	Abraham Yaar
801260B6	Bryan Black
8615DA00	Jun Zhang
7E515B34	Eka N Ginting
7F456B84	Wee Sun Lee
416E140F	Trond Grenager
7A4BB017	Timothy Starkweather
80DCAA0D	Shava Smallen
75850CD4	David Kroft
7AAF60FA	Giuseppe Bianchi
53EC29BA	Jason Morphett
2AC1946E	Jovisa Zunic
7DBE0DCC	Charles R Moore
6758097E	Ji Zhang
80223AE0	Dan S Wallach
86342CB7	Kamal Nigam
29B2C4A4	Silvio Micali
80DFA346	Clement Yu
7E8F0A8E	Robin Milner
8094719E	Robert P Nix
073EB561	Violet R Syrotiuk
7E0706FD	Ben Wiedermann
7D13C586	Shane S Clark
25A54095	Ariel Orda
7EE560D1	Hungyu Chien
76A63FAD	Erik R Altman
7FAC3401	Jie Yang
1380F812	Li Fan
759FFA9A	David M Mount
7E3D25F6	Haojin Zhu
7E681BE1	Wuchun Feng
7ABA1312	Madan Jampani
752FAD1C	Ashoka Savasere
8530FB4C	Lotfi Lakhal
810C99DD	Thang Nguyen Bui
0E9D06B5	Thorsten Joachims
19FA5AB7	Yannis Ioannidis
7DBB8439	Liqun Chen
7F801EF4	Yan Ke
80B6BFB6	Chinyew Lin
7B4BFD0F	Donald J Berndt
75102902	Karen Aardal
10308D01	Yan Solihin
7753BC1D	David H Rosenblatt
81A956E5	Alexander Feldman
7D6A771B	Dacheng Tao
801580F0	Amit Kumar Saha
76C16D30	Roger M Needham
02C8FB9F	Ari Juels
795001B8	Perngfei Shiah
7F13CD3A	Anthony Yezzi
7CFAA693	M Amin Shokrollahi
7D0EB82D	Roger Weber
82A616E0	Jonathan Kelly
679384C1	Noah Snavely
7EBBE493	Zhenqiang Ye
84BB0F34	Haran Boral
7894D969	D Proietti
807CF617	Beverly Yang
763C52BF	David Lomet
7D455FC3	Ben Greenwald
142B1360	Maciej Kurant
84EB2739	Partho Pratim Mishra
7FABCD4B	Kate Larson
85107C1A	Jin Huang
79734997	Franz Baader
483D1AD5	Donald Kossmann
75E5C1FF	Westley Weimer
5FB83293	Gosta Grahne
0A4041C2	Charles Consel
03844107	Francois Baccelli
778CAB9F	Alice X Zheng
836ECCA6	D Volev
80645768	P K Bose
134D0DA0	Rafik Taouil
7D82F722	R T Cox
7FD584C5	Heng Zeng
829A28B7	M D Davis
7E0B8362	Christopher K I Williams
7F23208A	Marcelo Mendoza
7D347E77	Gail E Kaiser
861D112C	Ramana Yerneni
14FF10D3	Joachim Hagenauer
7D1BF6D7	David A Patterson
7DDA8153	Nick Dyer
7B6BA367	Tachio Terauchi
7953E5BA	Nancy Durgin
816F8EC6	Alexander Borgida
0FBD40F7	Barbara Hayesroth
848062C4	Yong Qiang He
85FD09C3	Wei Zeng
0AD79724	Evelyn Duesterwald
7F6444BA	Dror G Feitelson
7355F1E4	Veronique Perret
6DC24F70	Oded Regev
6CA809C3	Stefan Leutenegger
7DBAD060	Yeyi Wang
8176A452	Wensheng Zhang
7FD51D59	Xiaoyin Wang
0E2B7536	David H Albonesi
7F6075AC	Kevin E Moore
5E43EC7F	Murali Annavaram
7C68CFF0	James Gips
7E10E61D	Cory D Kidd
8050CB21	Michael Anderson
8391CF77	Victor K Trofimov
7E9093C6	Abbe Don
80A90A63	Xia Lin
75C2978A	Gerardo Lafferriere
7FC33872	Daniel M Lewin
7F735FC4	Reynold Cheng
7FC6EA01	Yaoru Sun
7EEFD3AF	Jason Franklin
762F1F68	Andrew Thangaraj
7A1B3124	Michael Walfish
764C312F	Adrian Friday
7D3AD005	Drew Dean
7E023951	Toby Sharp
847ECD71	J G Steffan
7567BCCA	Christina Warrender
7D01ED71	Arthur M Keller
797FB74C	Udo Wachsmann
0BAE58B5	Nathalie Japkowicz
7FB5B24B	Nicholas Miyake
8075E7B2	Jeffrey S Foster
7E6FFAB6	Pankaj Rohatgi
7E6E1724	Feng Wu
78C49628	Lars Erik Holmquist
772CA4FC	Krista A Ehinger
807C4081	Wenke Lee
78692378	Rebecca L Stamm
780CF569	Elisha Ziskind
787FCADC	David Heckerman
7F8338FB	Weijing Zhu
78ACE8FB	Sotiris Ioannidis
81859531	Elwyn R Berlekamp
7638D35D	Stephen D Bay
803A9F8C	Bernhard Seeger
096521A3	Marina Meila
7D11EDE5	Tim Harris
7874527D	Greg Semeraro
781AB30C	Aniket Kittur
8090E687	David T Lawrence
7CDA2A78	C G Plaxton
7FFF817D	Gordon L Elliott
80F7AFD3	Dawson R Engler
14207605	Jordan Boydgraber
7D238055	Anthony J Mcauley
7D2DB5A1	Steve Furber
847472D8	Bill Shubert
77F9F2C5	Boaz Porat
7EDAB80E	Jan O Pedersen
01F648C4	Brij M Masand
0EDE58D4	Krishna M Sivalingam
7DC55B54	Yunbo Cao
0F41CBF0	Patrick G Sobalvarro
7C8B3617	Narendra K Karmarkar
7EA51AF4	C Lee Giles
7E3365C0	Jeanclaude Belfiore
77955632	Margaret H Dunham
43A2D3F8	I E Telatar
7ECB6B4A	Luo Si
807ECBD2	Patrick Reynolds
7E1F9D4B	David Chu
7FD27B46	Xiangyang Lan
7B74F52D	Nicole B Ellison
12B55469	Moshe Mishali
7D38823D	Shankar Pal
75EE195B	Anthony Stentz
7CF21A50	Bin Ma
7D5FBBFA	James Noble
83634122	S Muthukrishnan
7E7F7ED3	Richard P Draves
757E13D7	Roger Wattenhofer
24FFA165	Gregory D Abowd
7D88ACC3	H Rumsey
819E850D	Lior Wolf
7C2B867D	Andrew Zisserman
7FF0CE86	Matthew Schultz
494E0E08	Lee D Davisson
786CBD74	Kian Ming A Chai
8285D54A	S B Lal
80892483	Benghong Lim
2292E9C4	Ronny Lempel
2C2C3974	Dmitrii Zagorodnov
071C31EA	Alexandros Labrinidis
7F10C914	R L Sommer
08D290F7	Andrew Thaeler
7EFB4929	David G Andersen
7F56F6DF	Michael P Perrone
72A61AF8	Rina Panigrahy
8631961C	Luis Gravano
7B871535	Steven Hofmeyr
08F3BF71	Henry Prakken
7F0AF1C8	Ken Keys
7A891A53	Roger C Raphael
847C4FE3	Michael Rabinovich
8509EAB7	Tim Sturge
76B74CEB	Fabio Pinelli
84A2DCD3	Katherine Panciera
7E7EB1C0	Kai Engelhardt
7C7EE0D1	Arvind Krishnamurthy
0F9FE6A8	Eric Schnarr
863967C9	Peter Schroder
7E9C5304	Amy L Murphy
6DBCD952	Neeraj Sangal
78964DFA	Lalit R Bahl
7E70967C	Olivier Leveque
7DE333B3	Daniela Berardi
7CFC4E29	James P Rice
08800374	Mor Naaman
7D082427	Robert Allen
801A3DC9	Steven G Morton
7FEA17C3	Bjorn Por Jonsson
7999812C	Ramin Zabih
824C79D8	Timo Schmidt
7686F4FC	Carlos Guestrin
7C43EF5A	Vincent W Zheng
85B06C1D	Juliana Freire
82C4FC20	Ashish Gupta
7F67D084	Kun Zhou
810D7050	Robert B Fisher
80D04B2F	James Mc Donald
7D9BBA44	William M Wells
7D99F435	Michael A Martin
1000A8CA	Jacob Barhen
04CD6463	Serdar Tasiran
115BAF37	Venky Harinarayan
77841F43	Bernard Dimsdale
7AF6D7D6	Laks V S Lakshmanan
7B8604AF	James Psota
810092AE	Guozhu Dong
825DB32F	Dina Bitton
0039C5A5	Theodoros Evgeniou
71E16733	Aharon Barhillel
82B07885	Miguel Castro
7E4CCD73	Warren D Smith
49B6B362	William E Weihl
75EEC1CE	Wheeler Ruml
76C92055	Roch Guerin
7C92704C	Aleksandar Jovicic
751C2149	Sriram Vishwanath
7F681808	Dave Randall
7DDA7A0B	Aoying Zhou
847BCAE0	Monnet
7F908C09	George John
7E95BD75	Eyal De Lara
7E9C5D81	Badri Nath
782D9724	Christoph L Schuba
805413B2	Bongki Moon
797EE772	Larry D Hostetler
85F360CF	Joe Kilian
7E25FAAF	Kenneth A Ross
7F11FBB5	Nora Dabbous
77536B10	Daniel Leifker
4ADA5FA5	Yinghuey Fua
7DEC6911	Marcus Breunig
7C0BEC8C	Andrzej Cichocki
8000C61B	Abhinandan Das
3CFF40C8	Moni Naor
7C33A5D7	Elan Amir
76028BC6	David C Chu
76E30652	Tolga Eren
84DD1BDE	Stanisllaw Jarecki
7F072A6C	Fabian E Bustamante
77C03EBF	Stergios Stergiou
80BD24C9	V Krishnaprasad
7D5F3A0B	Xiaoyun Wu
8111171B	Emma Berry
7F469DFD	Yuhua Qian
095017BE	Jay Lepreau
863771CA	Solla
27E39384	Yuval Tamir
7F66AC03	N J Foster
80000FAB	Daishi Harada
82FD6EFF	Masoud Salehi
79E63F3A	Avinash Lakshman
76A688CE	Rob Fergus
7560DD28	Alberto O Mendelzon
75A9C3A9	Manuel Fahndrich
7D882F29	David W Wall
7EA3D2C5	Ravi Kumar
284A3139	Barbara Blaustein
7E14CD51	Ashutosh Sabharwal
784C00C8	Vasanth Bala
7E692BD7	Nitin Sharma
7CF2474C	Paul Gauthier
7B2FC799	Gerard Vreeswijk
067FD58B	Adisak Mekkittikul
7812CCC4	Mike Burmester
7D773AA8	Thomas Graf
7E84EB43	Joanna Kulik
851641D2	Robert Michael Tanner
7DED0462	John Hughes
7C60BFBE	Ram Zamir
277CEB3E	Berk Sunar
7E355002	Junki Min
86204B3F	Yair Frankel
057F50B8	Arnold W M Smeulders
814C102B	Pankaj Gupta
776A2D79	David Forsyth
138CFD6A	Jean Walrand
7F2E34D7	David Irwin
85B19189	Karin Petersen
5C83B648	Michael Kazhdan
7CFC6E5D	Vassilios Stathopoulos
7B3A2030	Mehmet Dincbas
7558DA00	Kui W Mok
7E8E5EF8	Di Tian
7D0AE5A4	Mike Papazoglou
7EE83A8C	Robert Braden
7EE05B4A	Yossi Azar
7ABB8CA9	Lior Wolf
7F6A4C8E	Jose H T Nunes
7AD505E9	Patrice Godefroid
7E9BF32F	Kamal Jain
805DB512	Michael Burrows
77AE0AE9	Pangning Tan
056904C2	Eric Sven Ristad
77191425	Jarek Gryz
78268815	David Plonka
77E73CB7	Philip Shilane
788169CD	Paul Helman
7A3507A0	Alexandre Miege
7E98EC9F	Jon Howell
84921F89	Marina Meil¨£
7E48B28A	Satish K Tripathi
7A162A6B	Zoltan Gyongyi
7CE9051D	Pinkwang Eng
7DEDED34	Michel Dubois
75FBB3B7	O L Mangasarian
783C6135	Ian Foster
7FFD365E	Marianne Shaw
80A3025A	H J Schneider
58784F33	Amir Globerson
7DA46A24	Daniel Lehmann
829CE596	Janmark Geusebroek
828F24A5	V I Volkov
7D0EF327	Alice Wang
811D54DD	Yanbin Grace Liu
00C67E88	Barbara L Chalfonte
7FDDA140	Ruoheng Liu
7FD42D76	Hakan Hacigumus
173509DC	Steven E Lucco
858003D2	Danny Levinson
7E1A8861	Phil Whiting
7F6FD7B4	Jitendra Malik
2AE73AD7	James B Saxe
196D9909	W Ciancey
7D098C23	Takaaki Hasegawa
81475B7F	Michael Wu
78E35069	Jennifer C Hou
85A04789	Toshikazu Fukushima
7F248D7B	Dongyan Xu
78731FF5	Nambi Seshadri
7E412B4C	Donald Yeung
8550948A	Piramanayagam Arumuga Nainar
788FD6EC	A N Kolmogorov
755B3C82	Nathan Ratliff
0BCAA68F	Peter Knauber
85DB4868	Wei Li
801413DA	Karen Kuhn
86262E00	Honggang Zhang
7ECEEB40	Changshing Perng
77AA33A7	Dennis Geels
7F5F7DD1	Joydeep Sen Sarma
1EB3CBA4	Walter Willinger
7F339A86	Xue Liu
7EE58D74	Jianping Pan
7E93CC44	Gethin Norman
858A3B3D	Ron K Cytron
7D9EA2E2	Jeansebastien Coron
7C34F3B5	Johannes Gehrke
7E378A7E	Mauricio Hernandez
7F5C3FE7	Jing Zhao
803C7C59	Torsten Moller
7D465BFF	Arvind Saraf
7825494D	Mark L Mcauliffe
49E16D88	David Lie Chandramohan Thekkath
7F39DB69	Thomas K Philips
7EF9B5EB	K H Bennett
7DDABB6D	Purdy Ho
76072FBE	Charles X Ling
7EAF54DB	Zhifeng Chen
84585B36	Mark A Horowitz
0705805F	Christos Gkantsidis
7FC592E4	John L Pollock
7CF3931C	John Bethencourt
82E66650	Shihab A Shamma
84151220	Shalom Tsur
785D540D	Douglass R Cutting
811BDC6F	Paolo Mancarella
0DE13FCB	Nadav Eiron
7968B7CB	Sudheendra Hangal
7550997A	Akio Tsuneda
756157F6	Tom Verhoeff
8503A2C3	Darrell
8635132B	P S Bradley
795B4882	S R Seshadri
7AEF168B	Dimitrios N Skoutas
7FD444CC	Ming Li
7976C791	M M Lehman
7BFC6355	W J C Alexander
7DEF02C7	Suresh Singh
81F044A9	Christoph Holscher
76318B69	Ivan Damgard
786D6EF2	Andrew Layman
7F797720	Axel Martens
84E60093	Pardis Miri
7C993515	J I Marcum
0C4E9751	Scott Makeig
7E450782	Donald T Tang
808A53CF	James G Dougherty
7C7E2840	Urpo Tuomela
101F68A8	John K Ousterhout
0158E5F0	Richard E Korf
7F28451A	David A Ross
7F4A653A	Ming Gu
85D8E114	James Moronski
827AB79C	Arvind Narayanan
7AD43D6E	Philip Wadler
0B90C1E8	Victor Firoiu
7F28E410	K P Jain
79B11D9B	Craig Silverstein
7D89B5A3	Sarit Kraus
7E100CE1	Eddie Kohler
7FFDDB95	Daniel A Keim
762A7263	Dan Geiger
7F5B9696	Eric Dean Katz
78D39313	Ishwar Ramani
80229729	Sukriti Ramesh
80F18EFA	Xiangyu Ju
7BE8914B	Tim Kraska
7FB52E9E	Miriam Fernandez
7BEFDFB7	Carl E Landwehr
810D328C	Sebastian C Brandt
129649C8	Tajana Simunic
7E8E739F	Andrew Witkin
80235E63	Jens Dittrich
790E800C	T V Lakshman
7BB65574	John Plaice
06CC3C94	Frank Pfenning
02E4DCBB	Oege De Moor
81B3008E	Sam Scott
7FA51C06	Carla Simone
857A1E26	Amin Saberi
7EA13224	Nina Mishra
82EF95F6	Brian Calder
83628BD9	Thai H P Vuong
7E9D0E50	Katalin Marton
7F7A6313	Louis C Guillou
854F28E6	Yi Zhang
81340BA2	Philip A Chou
862F255B	Satanjeev Banerjee
7DFE1110	Giuseppe De Giacomo
7AA94D40	Florian Hess
8546DE48	Isaac Keslassy
803D12D4	Donald Metzler
7C29C180	Ramsis S Girgis
7B1B8E6E	Jonathan J Cadiz
7DE385B0	Erfan Ahmed
84EA0490	Gernot Heiser
6BE88C08	J J Quisquater
79985810	Sanket Nesargi
75913716	Glenn Ammons
7A28E288	Olivier Chapelle
7FD486AD	S Sandeep Pradhan
7BE2AA8C	David A Nichols
8151C5A9	Yiwen Yin
85C6F739	Andrea Forte
80F6079B	David A Harrison
7DE4E6A3	David Brooks
7E5E019A	Linyuan Lu
8082933F	Fredrik Espinoza
8545A2E0	Liangliang Xie
0A3DE947	Tomasz Malisiewicz
0E1E327C	Deborah L Mcguinness
FA8F9CF0	Yong Zhu
82AD16E6	Naveen Srinivasan
7D05E5F3	Arunesh Mishra
714109B5	Adam H Leventhal
75E35CE4	Mansoor Alicherry
7E56C8FC	Chris Ding
80148880	Ouri Wolfson
78829136	Andrew I R Maas
7D7667C1	Friedemann Mattern
7CFC0758	Jiaya Jia
7F3383D7	Xuan Zhang
80C6C70F	Onur Mutlu
148A4156	Gaurav Bhalotia
286844A3	Jonathan L Herlocker
77FDE964	Mark Manasse
7737128F	Leslie G Valiant
7DFCE0F5	Jiasu Sun
84A675C9	Dorko
7D858CAF	Xiaowei Xu
80E17484	Donald J Patterson
7D977087	Chengdu Huang
75D1CA69	Amri Napolitano
7F6462AD	Charles B Morrey
5ADCD194	Edward Loper
77015684	Tim Van Kasteren
7E402C1A	Colin Dixon
7FEE2013	Martin E Hellman
7599A7E5	Murad S Taqqu
7F00BA25	Andrew Tomkins
86335472	Lillian Lee
8499E215	Asjad M Khang
8559CDDA	Lei Zhang
1317614F	Joel A Tropp
7E1D136E	E Allen Emerson
82001926	Amol Deshpande
7F96334E	Vincent Oria
8008187F	Steve Hodges
7484C719	T R Bashkow
7D10EEDE	Dilip D Kandlur
801194E0	Donald H Foley
7BCD182E	Trishul M Chilimbi
8635FC97	Shuvendu K Lahiri
861F7809	Zvonko G Vranesic
8034822E	Amanda Kern
7BC96AD5	Rami Melhem
7DC1FEAB	Doron Tal
852FE5CF	Brian Kulis
84741D7F	Sarah Farrant
81084BEA	Walter Whiteley
7F62B561	Ravi Pappu
7D8EF590	Wei Hong
7FA04E99	Yuichi Fujiki
7FBA9AAE	Tatsuaki Okamoto
80E71BC2	Harkirat Singh
6C2BECA4	Bugra Gedik
7E39E4E8	Ilsoo Ahn
48E2522D	Andreas L Prodromidis
0FF8407C	Marco Pistore
7FDC512A	Leon Barrett
0E2D197C	Todd M Rafacz
7D4D661A	Joseph H Goldberg
7FBAADB5	Pradeep D Ravikumar
85F8A494	Jan Pedersen
7DEB2826	Georges Gonthier
7D77D074	Wei Yu
7DD96009	Van Gelder
7F44D56E	Collin Jackson
7E497364	Amir Dembo
8163E367	Z Safar
7F76DB57	Manoranjan Dash
055C499B	Hanan Samet
703A905B	Steven Rudich
7EF1DB5B	Fay W Chang
8051C2BC	Gruiacatalin Roman
80E5FAAC	Navjot Singh
7F849FA0	Jonathan C Allan
1005EC75	Davis
7DC3E6FF	Christopher A Stone
8291A937	Mic Bowman
7FE6D109	Richard Dearden
7BA6D9A5	John C Bear
7F6E3C09	Wen L Hwang
788211C5	Moshe Guttmann
75BFA597	Mike Hibler
039CEC0C	Georgios B Giannakis
770496B2	Michael Pazzani
82A0CE9D	Yannis Papakonstantinou
7F16C701	Michael R Williams
810EABD9	Gustavo E A P A Batista
1A1C07C4	Esther Kollermeier
10BD30F7	Imrich Chlamtac
80803EC3	Alistair Moffat
81A80C5B	Jorge Urrutia
048B3EC4	Andrius Aucinas
7909A2DE	Padmanabhan Krishnan
847BC27F	Lichun Bao
05495F2B	David Lorge Parnas
7D9652F5	Hongjiang Zhang
75E678D2	Calin Cascaval
8528E8B4	Heejo Lee
0D51713C	Costin Raiciu
7C273D51	Dung T Huynh
85CF93CA	Michael Benor
21FD51F0	Gene Itkis
084FFCAC	Andre Scedrov
7571C7EA	Eric Horvitz
0E4C58B6	Uri Erez
8292FEA2	Saurabh Sinha
012B9460	Sihem Ameryahia
03212BA5	Claire Le Goues
121D9FA8	Daniel Gyllstrom
79BDDBDC	Yuri Boykov
8227CB23	Nicolas D Georganas
7E27C835	Kenneth Rose
7A42E79E	Paul Syverson
11DDE1C4	Leslie Pack Kaelbling
2A769AEE	Leon Bottou
80574639	Alfred Baier
753E526A	Zhihong Lu
0E5AA1E4	Cyrus Shahabi
0C711B58	Tanya Widen
0736337A	Robert R Boorstyn
7DF75725	Kyoungsik Yu
036691C0	Robert Tibshirani
808049E0	Lan Yi
7EA0F78C	Collin Jackson
803BCE26	Limin Yao
86349C97	James E Baker
7D22CBB4	Kenji Kira
82C68345	Changhyun Lee
011FA885	Nikos Mamoulis
037A45FD	Yannis Papakonstantinou
5E0C469C	Violeta Gambiroza
7D9CD5A2	Amin Saberi
84E99481	Caputo
76F0FF40	S J Dickenson
8537BA58	Johan De Kleer
7CABDC55	Terry Winograd
7FB02270	Michael Collins
7C810B5F	Hagai Attias
433999DF	Maya Rodrig
448425BB	Thomas Vandrunen
7D11126D	Takeshi Yamada
852E435F	Richard Crouch
77EBC8BE	N E Nahi
7B2BE4FE	Hanna Nystrom
777FEC80	Panayiotis Mavrommatis
1AFA264B	Walid A Najjar
2A9A37E9	Charles J Fillmore
80EEB285	Anthony D Wood
782DDBEB	Robert Ocallahan
80B84D8A	Chris Wells
83A3B097	Hao He
84E2C58E	Ashish Gujarathi
7ED7FA69	Peter F Brown
8200C0EA	Dipanjan Das
7AA7C8E9	Ahmed K Elmagarmid
7DF27B20	Satoshi Sekine
145682F6	Kim Hazelwood
86274ECF	David Goldberg
8015BBA8	Sebastien Roy
8092E50A	Sanjeev Krishnan
1395B286	Loren Terveen
13BD88D4	Thomas R Shiple
80DDC8C7	Padhraic Smyth
8227594D	Todd Ward
7DC58C5E	Xiaohui Yu
81095639	Makoto Yokoo
84ABB3AA	Harlan Yu
77331C70	Kunle Olukotun
85570D59	Godfried T Toussaint
853E6CF4	Pattie Maes
7E27600D	Robert P Wilson
7FF65A83	Sudipta Sengupta
81531FDE	L Z Zeng
7EB891A6	Pierre Duhamel
796F2663	Henry B Strub
80F07F66	Matthew V Mahoney
84F54664	Steve Mccanne
7AF9345C	Xinwang Liu
7C5A8FD9	Yoichi Shinoda
7FC5786A	Steffen Rost
28912C51	Jon M Kleinberg
80714B9F	Lizhong Zheng
81CBAF21	Angel Lozano
80F41AA6	Tie Liu
85A4DFF2	Bo Li
84B8DF55	Yuan Lu
7FD93184	Atul Singh
8498B1E7	Bernhard Schoelkopf
7D426E1F	Peter M Chen
862F4CB6	Navendu Jain
7BAEF44E	Milena Mihail
81F3FD14	Philip B Gibbons
32885C70	Paul Dourish
809235A9	Richard Y Wang
139EEE26	Malik
496439EB	Matthew Roughan
7F693F4E	Kaiwei Chang
0466C0EF	Gerhard Brewka
837918A5	Wendi Rabiner Heinzelman
0A96CDC1	Osman Abul
7DE39847	Ashish Goel
7A684880	Rudiger Urbanke
811ED62F	Balaji Prabhakar
7D28DB7B	Scott A Brandt
0A6339E7	Ravi R Mazumdar
80AC1715	John C Kieffer
8025BC8B	V P Sinha
800D1628	Eric C Jensen
7E858B35	John Heinlein
7D539ED0	Mamunur Rashid
7FCF079C	Harish Patil
8138405A	Guirong Xue
776E4808	Patrick Cousot
7DFAB8B0	S Sengupta
808F18C8	Ronald Cramer
80DC19B2	Eric Mohr
800D36BE	Emmanuel Munguia Tapia
8510BA0F	Leo Harrington
5B4392E8	Nathan Srebro
7DDB4399	Minyou Wu
80386617	Etienne M Gagnon
6AF67033	Canturk Isci
7EC111DE	Sam Chamberlain
7E199D16	Alexander L Wolf
7F61419C	John Cocke
75E597DE	Jawad A Salehi
2BC354AD	Remco C Veltkamp
801FF368	Vinay K Chaudhri
7742FE5C	Carl H Hauser
088C36C7	Jeanne M Vanbriesen
69436AB9	Aditya Ganjam
7F843954	Nancy Montanez
7D54842A	Feihui Li
7ED0E74E	Yang Richard Yang
7E51C12A	Peter Gilbert
7CE7ACDE	Padhraic Smyth
8494D23D	Giancarlo Succi
7FE4C660	Stephen T Kent
80239462	Garrison W Cottrell
7F96E82E	Yandong Cai
7F0EF2ED	M R Rahman
7F2B5AAB	Junxin Zhang
66DFAAEF	Turner Whitted
7DDF77F9	Ben Zhao
8344E52A	Imad Aad
7FFC0A6F	Chyichang Miao
848D72C6	Axel Rauschmayer
7DB905CB	Yiran Chen
852BD58F	Milind M Buddhikot
74493B71	Mordechai Mushkin
83507285	Frederic Jurie
7E893C4C	Christopher I Rodrigues
481DBBF6	Ben Liblit
285EF22F	Imre Csiszar
7C640E47	Andrew I Schein
284F3D47	R James Firby
7FEC0172	Steven Fortune
29AF08FF	Antonio Carzaniga
7DB6AC93	David Wagner
80AB9CB4	Yunxia Chen
7FD716F6	Jesse Davis
7D84A99F	Tak W Yan
8541E301	Gang He
8464FA48	Larry Peterson
852122C0	John Jannotti
14B6AC28	Karen R Sollins
7D753A84	Luis Damas
05BDBDF6	Peyman Faratin
7EF15ECD	Rodney A Brooks
82734711	Wolfdietrich Weber
7BD4EA10	Thomas Filkorn
7F1AF054	Hazem Hamed
803F1AA9	Kien A Hua
77C6776A	Nick Craswell
791C0478	Jonathan Herzog
800E5FE1	Carl Edward Rasmussen
